alarm_tag,active_samples,active_rate_pct,category,decision,reason,fault_class,fault_class_name
engine/alarm_main_engine_1_fuel_leak,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_gearbox_control_oil_pressure_too_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_injector_fault_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_injector_fault_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F04,Fuel Injection Fault
engine/alarm_main_engine_1_load_reduction_request,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_local_mode,3520,54.966,mode_status,REMOVE,"operational state indicator ('local_mode'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_lube_oil_filter_pressure_difference_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_filter_pressure_high,480,7.495,fault_relevant,KEEP,"fault alarm, fires 480 samples (7.5%), class F02",F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_pre_supply,309,4.825,mode_status,REMOVE,"operational state indicator ('pre_supply'), not a fault signal",F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_pressure_too_low_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_temperature_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_lube_oil_temperature_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_main_bearing_temperature_deviation_large_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_main_bearing_temperature_high_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_main_bearing_temperature_monitoring_module_communication_timeout,2659,41.521,fault_relevant,KEEP,"fault alarm, fires 2659 samples (41.5%), class F11",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_main_bearing_temperature_too_high_stop_comprehensive,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_1_over_speed_alarm_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_override_status,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_post_fuel_pressure_sensor_fault,207,3.232,fault_relevant,KEEP,"fault alarm, fires 207 samples (3.2%), class F11",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_post_lube_oil_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_pre_lube_oil_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_primary_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_ready_to_start,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_remote_mode,2883,45.019,mode_status,REMOVE,"operational state indicator ('remote_mode'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_running_status,2908,45.409,mode_status,REMOVE,"operational state indicator ('running_status'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_safety_system_comprehensive_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_safety_system_failure,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_safety_system_sensor_line_comprehensive_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_sea_water_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_sea_water_pressure_sensor_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_secondary_comprehensive_alarm,480,7.495,fault_relevant,KEEP,"fault alarm, fires 480 samples (7.5%), class F00",F00,Other / General Fault
engine/alarm_main_engine_1_start_energy_insufficient,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_start_interlock,2753,42.989,mode_status,REMOVE,"operational state indicator ('start_interlock'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_stop_alarm_before_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_stop_status,3495,54.575,mode_status,REMOVE,"operational state indicator ('stop_status'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_1_track_pressure_high_fault_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_track_pressure_low_fault_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_1_track_pressure_sensor_a_signal_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_track_pressure_sensor_b_signal_fault,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_air_pressure_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_air_pressure_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_air_temperature_sensor_fault_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_air_temperature_sensor_fault_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_inlet_pressure_low,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_inlet_pressure_sensor_fault,6403,99.984,always_on,REMOVE,"active 100.0% of time (constant offset, mode/status)",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_outlet_temperature_high_a,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_outlet_temperature_high_b,0,0.0,never_triggered,REMOVE,never fired in 24h,F02,Lubricating Oil System Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_outlet_temperature_sensor_fault_a,6403,99.984,always_on,REMOVE,"active 100.0% of time (constant offset, mode/status)",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_turbocharger_lube_oil_outlet_temperature_sensor_fault_b,6403,99.984,always_on,REMOVE,"active 100.0% of time (constant offset, mode/status)",F11,Communication / Sensor Fault
engine/alarm_main_engine_1_unoverridable_stop_alarm,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_basic_turbocharger_1_speed_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F05,Turbocharger Fault
engine/alarm_main_engine_2_basic_turbocharger_2_speed_high,0,0.0,never_triggered,REMOVE,never fired in 24h,F05,Turbocharger Fault
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_deviation_large_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_high_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_sensor_fault_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F11,Communication / Sensor Fault
engine/alarm_main_engine_2_bearing_temperature_too_high_l1,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l10,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l2,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l3,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l4,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l5,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l6,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l7,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l8,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_bearing_temperature_too_high_l9,0,0.0,never_triggered,REMOVE,never fired in 24h,F01,Bearing Overheating
engine/alarm_main_engine_2_charging_indicator,2912,45.472,mode_status,REMOVE,"operational state indicator ('charging_indicator'), not a fault signal",F00,Other / General Fault
engine/alarm_main_engine_2_comprehensive_fault,137,2.139,fault_relevant,KEEP,"fault alarm, fires 137 samples (2.1%), class F00",F00,Other / General Fault
engine/alarm_main_engine_2_crankcase_pressure_high_stop,0,0.0,never_triggered,REMOVE,never fired in 24h,F00,Other / General Fault
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_deviation_large_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a10,22,0.344,fault_relevant,KEEP,"fault alarm, fires 22 samples (0.3%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a7,20,0.312,fault_relevant,KEEP,"fault alarm, fires 20 samples (0.3%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a8,21,0.328,fault_relevant,KEEP,"fault alarm, fires 21 samples (0.3%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b1,132,2.061,fault_relevant,KEEP,"fault alarm, fires 132 samples (2.1%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b4,21,0.328,fault_relevant,KEEP,"fault alarm, fires 21 samples (0.3%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b6,20,0.312,fault_relevant,KEEP,"fault alarm, fires 20 samples (0.3%), class F10",F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_high_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_exhaust_temperature_too_high_b9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a4,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a5,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a6,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a7,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a8,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_a9,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b1,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b10,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b2,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
engine/alarm_main_engine_2_cylinder_temperature_sensor_fault_b3,0,0.0,never_triggered,REMOVE,never fired in 24h,F10,Cylinder Exhaust Temp High
